accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,NumQtrsPerOrder,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode,Average_years_taken_per order,Orders year wise,FirstOrderedDate_Year,FirstOrderedDate_Month,FirstOrderedDate_Week,FirstOrderedDate_Day,FirstOrderedDate_Dayofweek,LastOrderedDate_Year,LastOrderedDate_Month,LastOrderedDate_Week,LastOrderedDate_Day,LastOrderedDate_Dayofweek
275529.0,0,1,1,0,1,1,180.0,540.0,0,4.0,2.0,1,0,0,886.0,7.0,1204.0,10,2,2.0,0,2019,1,4,24,3,2020,1,5,31,4
276466.0,0,1,0,0,1,1,211.0,633.0,0,2.0,2.0,1,0,1,756.0,5.0,1682.2,9,2,3.0,4,2019,6,23,3,0,2019,12,1,31,1
757335.0,0,1,1,1,0,1,13.0,39.0,0,46.0,1.0,1,0,0,902.0,370.0,100247.75999999998,6,2,1.0,3,2019,1,2,8,1,2021,6,22,4,4
280405.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,363.0,1.0,223.0,9,2,3.0,5,2020,6,27,30,1,2020,6,27,30,1
760727.0,0,1,1,0,1,2,10.0,30.0,1,15.0,1.0,1,0,0,630.0,184.0,16629.0,4,2,2.0,0,2019,10,41,7,0,2020,11,47,17,1
799816.0,0,1,1,1,0,1,8.0,24.0,0,90.0,1.0,1,1,1,826.0,150.0,91967.51,5,2,1.0,3,2019,3,13,25,0,2021,6,24,15,1
757321.0,0,1,1,1,0,2,36.0,108.0,1,13.0,2.0,1,0,0,907.0,25.0,12910.000000000002,7,2,1.0,3,2019,1,1,3,3,2021,2,6,11,3
288284.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,797.0,6.0,1035.0,9,2,3.0,4,2019,4,17,23,1,2019,4,17,23,1
276293.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,777.0,20.0,3305.6,7,2,3.0,4,2019,5,20,13,0,2019,5,20,13,0
279749.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,153.0,20.0,576.0,7,2,3.0,6,2021,1,4,26,1,2021,1,4,26,1
268142.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,192.0,2.0,213.2,9,2,3.0,5,2020,12,51,18,4,2020,12,51,18,4
761126.0,0,1,1,1,0,1,78.0,234.0,0,9.0,1.0,1,0,0,791.0,37.0,6090.0,6,2,1.0,3,2019,4,18,29,0,2021,4,17,29,3
707546.0,0,1,0,0,1,2,48.0,144.0,1,2.0,-1.0,1,0,0,718.0,4.0,3680.0,8,2,3.0,4,2019,7,28,11,3,2019,8,35,28,2
765157.0,0,1,1,1,0,1,69.0,207.0,0,10.0,1.0,1,0,0,802.0,19.0,14612.56,6,2,1.0,3,2019,4,16,18,3,2021,3,10,8,0
285026.0,0,1,1,0,1,2,63.0,189.0,1,12.0,1.0,1,0,0,906.0,37.0,19049.25,6,2,2.0,0,2019,1,1,4,4,2020,12,50,7,0
761420.0,0,1,1,0,1,2,61.0,183.0,1,5.0,2.0,1,0,0,795.0,20.0,3798.9,7,2,2.0,0,2019,4,17,25,3,2020,7,29,13,0
276644.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,546.0,1.0,886.5,9,2,3.0,4,2019,12,1,30,0,2019,12,1,30,0
766366.0,0,1,0,0,1,2,22.0,66.0,1,2.0,-1.0,1,0,0,697.0,2.0,1292.11,10,0,3.0,4,2019,8,31,1,3,2019,8,34,23,4
799191.0,0,1,1,1,0,1,163.0,489.0,0,6.0,2.0,1,0,1,812.0,28.0,2886.8,7,2,1.0,3,2019,4,15,8,0,2021,3,10,12,4
800857.0,0,1,1,1,0,2,4.0,12.0,1,196.0,1.0,1,0,0,903.0,564.0,358396.11,6,2,1.0,3,2019,1,2,7,0,2021,6,23,9,2
762376.0,0,0,1,1,0,2,46.0,138.0,1,4.0,1.0,1,0,1,269.0,13.0,5748.5,5,2,2.0,2,2020,10,40,2,4,2021,1,4,29,4
279959.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,496.0,1.0,53.1,10,2,3.0,5,2020,2,8,18,1,2020,2,8,18,1
762380.0,0,1,1,0,1,2,89.0,267.0,1,7.0,1.0,1,0,0,896.0,56.0,7162.08,7,2,2.0,0,2019,1,3,14,0,2020,8,35,25,1
285899.0,0,1,1,1,0,1,78.0,234.0,0,12.0,1.0,1,0,1,887.0,25.0,17182.0,7,2,1.0,3,2019,1,4,23,2,2021,6,24,17,3
769974.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,432.0,2.0,968.0,9,2,3.0,5,2020,4,17,22,2,2020,4,17,22,2
263312.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,250.0,2.0,1353.85,8,0,3.0,5,2020,10,43,21,2,2020,10,43,21,2
702775.0,0,1,0,1,1,1,279.0,837.0,0,3.0,6.0,1,0,1,684.0,21.0,10383.2,6,2,2.0,1,2019,8,33,14,2,2021,2,8,23,1
772756.0,0,1,1,1,0,1,34.0,102.0,0,23.0,1.0,1,0,0,895.0,133.0,19709.0,6,2,1.0,3,2019,1,3,15,1,2021,6,24,14,0
802790.0,0,1,1,1,0,1,18.0,54.0,0,36.0,1.0,1,0,1,825.0,202.0,81692.31000000001,5,2,1.0,3,2019,3,13,26,1,2021,6,23,11,4
704420.0,0,0,1,0,1,2,86.0,258.0,1,3.0,1.0,1,0,0,488.0,5.0,5243.6,7,2,3.0,5,2020,2,9,26,2,2020,8,34,17,0
803933.0,0,1,1,1,0,2,11.0,33.0,1,32.0,1.0,1,0,1,873.0,95.0,38287.92,6,2,1.0,3,2019,2,6,6,2,2021,3,9,4,3
721680.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,109.0,2.0,490.0,9,2,3.0,6,2021,3,10,11,3,2021,3,10,11,3
748136.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,796.0,1.0,198.9,11,2,3.0,4,2019,4,17,24,2,2019,4,17,24,2
775462.0,0,1,1,0,1,2,23.0,69.0,1,13.0,2.0,1,0,0,899.0,27.0,17749.6,7,2,2.0,0,2019,1,2,11,4,2020,7,28,8,2
280463.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,10.0,8.0,4947.8,5,2,3.0,6,2021,6,24,18,4,2021,6,24,18,4
806010.0,0,1,1,0,1,2,25.0,75.0,1,20.0,1.0,1,0,0,889.0,35.0,25108.36,6,2,2.0,0,2019,1,4,21,0,2020,9,36,3,3
280702.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,1,0,581.0,1.0,409.4,10,2,3.0,4,2019,11,48,25,0,2019,11,48,25,0
706700.0,0,1,1,0,1,2,55.0,165.0,1,11.0,1.0,1,0,1,881.0,60.0,11558.4,6,2,2.0,0,2019,1,5,29,1,2020,9,39,21,0
774812.0,0,1,1,1,0,2,14.0,42.0,1,19.0,1.0,1,0,0,600.0,35.0,22418.0,4,2,1.0,3,2019,11,45,6,2,2021,1,2,12,1
705987.0,0,1,1,1,0,1,50.0,150.0,0,10.0,2.0,1,0,0,881.0,49.0,23310.98,6,2,1.0,3,2019,1,5,29,1,2021,5,18,7,4
277192.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,903.0,1.0,1535.0,11,2,3.0,4,2019,1,2,7,0,2019,1,2,7,0
280513.0,0,1,1,0,1,1,220.0,660.0,0,3.0,2.0,1,0,1,662.0,8.0,3905.3,6,2,2.0,0,2019,9,36,5,3,2020,11,47,18,2
277079.0,0,1,1,0,1,2,95.0,285.0,1,3.0,2.0,1,0,0,706.0,3.0,2089.6,9,2,2.0,0,2019,7,30,23,1,2020,1,5,29,2
708551.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,867.0,2.0,319.5,12,2,3.0,4,2019,2,7,12,1,2019,2,7,12,1
775290.0,0,1,1,1,0,1,374.0,1122.0,0,3.0,4.0,1,0,1,802.0,23.0,4613.0,7,2,1.0,3,2019,4,16,18,3,2021,5,18,6,3
706191.0,0,1,1,1,0,1,50.0,150.0,0,8.0,2.0,1,0,0,832.0,20.0,8496.34,7,2,1.0,3,2019,3,12,19,1,2021,3,13,29,0
801993.0,0,1,1,1,0,2,20.0,60.0,1,25.0,1.0,1,0,0,795.0,37.0,24007.0,5,2,1.0,3,2019,4,17,25,3,2021,2,8,23,1
775723.0,0,1,1,0,1,1,257.0,771.0,0,3.0,6.0,1,0,0,867.0,16.0,10320.0,7,0,2.0,0,2019,2,7,12,1,2020,7,28,10,4
288690.0,0,1,1,1,0,1,61.0,183.0,0,8.0,2.0,1,1,0,865.0,26.0,3852.28,8,2,1.0,3,2019,2,7,14,3,2021,5,19,14,4
778005.0,0,1,0,1,1,1,65.0,195.0,0,6.0,3.0,1,0,0,874.0,108.0,10604.0,6,2,2.0,1,2019,2,6,5,1,2021,4,15,12,0
708819.0,0,0,1,1,0,1,75.0,225.0,0,4.0,1.0,1,0,1,236.0,14.0,5137.0,5,2,2.0,2,2020,11,45,4,2,2021,5,19,11,1
806423.0,0,1,1,1,0,1,162.0,486.0,0,5.0,2.0,1,0,1,847.0,12.0,6715.200000000001,8,2,1.0,3,2019,3,10,4,0,2021,2,6,10,2
703929.0,0,1,1,1,0,1,143.0,429.0,0,5.0,3.0,1,0,0,732.0,6.0,7030.2,8,2,1.0,3,2019,6,26,27,3,2021,4,15,14,2
729932.0,0,1,1,1,0,1,33.0,99.0,0,25.0,1.0,1,0,0,868.0,45.0,24266.0,6,2,1.0,3,2019,2,7,11,0,2021,5,21,25,1
709798.0,0,0,1,0,1,2,63.0,189.0,1,5.0,1.0,1,0,0,423.0,34.0,3609.6,5,2,3.0,5,2020,5,18,1,4,2020,12,51,16,2
779018.0,0,1,1,1,0,1,59.0,177.0,0,8.0,1.0,1,0,0,642.0,32.0,9425.06,5,2,1.0,3,2019,9,39,25,2,2021,6,24,15,1
804632.0,0,1,1,1,0,1,31.0,93.0,0,27.0,1.0,1,1,0,868.0,659.0,60950.33999999999,6,2,1.0,3,2019,2,7,11,0,2021,5,20,17,0
806616.0,0,1,0,0,1,2,31.0,93.0,1,9.0,1.0,1,0,0,879.0,28.0,11269.139999999998,7,2,3.0,4,2019,1,5,31,3,2019,10,40,4,4
781595.0,0,1,1,1,0,1,77.0,231.0,0,8.0,2.0,1,0,0,811.0,94.0,8589.8,6,2,1.0,3,2019,4,15,9,1,2021,2,5,5,4
269220.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,187.0,2.0,4927.96,7,2,3.0,5,2020,12,52,23,2,2020,12,52,23,2
779650.0,0,1,1,1,0,1,39.0,117.0,0,19.0,1.0,1,0,0,826.0,137.0,78661.16,5,2,1.0,3,2019,3,13,25,0,2021,5,19,12,2
710028.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,714.0,1.0,194.4,11,2,3.0,4,2019,7,29,15,0,2019,7,29,15,0
780171.0,0,1,1,1,0,1,54.0,162.0,0,14.0,1.0,1,0,0,824.0,51.0,29727.25,5,1,1.0,3,2019,3,13,27,2,2021,6,23,7,0
782139.0,0,1,1,1,0,2,14.0,42.0,1,24.0,1.0,1,0,0,908.0,50.0,31901.0,6,2,1.0,3,2019,1,1,2,2,2021,5,18,6,3
701180.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,438.0,3.0,1253.7,8,2,3.0,5,2020,4,16,16,3,2020,4,16,16,3
277199.0,0,0,1,0,1,2,59.0,177.0,1,2.0,1.0,0,1,0,322.0,8.0,1273.5,6,2,3.0,5,2020,8,33,10,0,2020,10,41,8,3
277748.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,488.0,2.0,1913.6,9,2,3.0,5,2020,2,9,26,2,2020,2,9,26,2
704363.0,0,0,0,1,0,2,5.0,15.0,1,2.0,-1.0,1,0,1,24.0,4.0,2373.7,7,2,3.0,6,2021,6,22,4,4,2021,6,23,9,2
728054.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,560.0,2.0,3880.0,8,2,3.0,4,2019,12,51,16,0,2019,12,51,16,0
780296.0,0,1,1,1,0,1,16.0,48.0,0,34.0,1.0,1,0,0,777.0,166.0,48589.26000000001,5,0,1.0,3,2019,5,20,13,0,2021,5,19,13,3
711732.0,0,0,0,1,0,1,45.0,135.0,0,2.0,-1.0,1,0,0,147.0,2.0,2044.0,8,2,3.0,6,2021,2,5,1,0,2021,3,11,18,3
784718.0,0,1,1,0,1,1,173.0,519.0,0,5.0,2.0,1,0,0,861.0,92.0,8645.8,7,2,2.0,0,2019,2,8,18,0,2020,10,41,7,2
710377.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,699.0,3.0,4180.0,8,2,3.0,4,2019,7,31,30,1,2019,7,31,30,1
807359.0,0,1,1,1,0,1,17.0,51.0,0,37.0,1.0,1,0,0,824.0,66.0,49006.4,5,2,1.0,3,2019,3,13,27,2,2021,6,23,10,3
783514.0,0,0,1,0,1,1,251.0,753.0,0,2.0,3.0,1,0,0,501.0,18.0,5515.8,6,2,3.0,5,2020,2,7,13,3,2020,10,43,21,2
277319.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,427.0,1.0,2489.4,9,2,3.0,5,2020,4,18,27,0,2020,4,18,27,0
712391.0,0,1,1,0,1,1,175.0,525.0,0,2.0,1.0,1,0,1,635.0,6.0,6085.0,7,2,2.0,0,2019,10,40,2,2,2020,3,13,25,2
806750.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,350.0,1.0,824.0,8,2,3.0,5,2020,7,29,13,0,2020,7,29,13,0
285764.0,0,1,1,0,1,2,23.0,69.0,1,32.0,1.0,1,1,0,908.0,272.0,26307.0,6,2,2.0,0,2019,1,1,2,2,2020,10,44,28,2
275443.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,255.0,15.0,3636.0,5,2,3.0,5,2020,10,42,16,4,2020,10,42,16,4
807759.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,622.0,6.0,261.0,9,2,3.0,4,2019,10,42,15,1,2019,10,42,15,1
809325.0,0,1,1,0,1,2,15.0,45.0,1,28.0,1.0,1,1,0,907.0,95.0,41433.22,6,2,2.0,0,2019,1,1,3,3,2020,11,47,16,0
280493.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,182.0,1.0,173.0,9,2,3.0,5,2020,12,53,28,0,2020,12,53,28,0
710113.0,0,1,1,1,0,1,433.0,1299.0,0,3.0,4.0,1,0,0,886.0,6.0,1882.0,10,2,1.0,3,2019,1,4,24,3,2021,6,23,9,2
711957.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,473.0,3.0,1054.0,8,2,3.0,5,2020,3,11,12,3,2020,3,11,12,3
793551.0,0,1,1,1,0,1,25.0,75.0,0,31.0,1.0,1,0,0,896.0,130.0,58639.1,6,2,1.0,3,2019,1,3,14,0,2021,5,18,6,3
810134.0,0,1,1,1,0,1,6.0,18.0,0,88.0,1.0,1,0,0,881.0,212.0,55802.699999999975,6,2,1.0,3,2019,1,5,29,1,2021,6,24,17,3
787159.0,0,1,1,1,0,1,55.0,165.0,0,10.0,1.0,1,0,0,676.0,35.0,9772.3,6,2,1.0,3,2019,8,34,22,3,2021,6,22,3,3
709894.0,0,1,1,0,1,2,88.0,264.0,1,4.0,2.0,1,0,0,767.0,5.0,2308.3,9,2,2.0,0,2019,5,21,23,3,2020,5,22,29,4
282359.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,116.0,2.0,495.55,9,2,3.0,6,2021,3,9,4,3,2021,3,9,4,3
710806.0,0,1,1,0,1,1,434.0,1302.0,0,2.0,4.0,1,0,0,818.0,20.0,1290.0,8,2,2.0,0,2019,4,14,2,1,2020,6,24,9,1
268283.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,33.0,22.0,8176.04,5,2,3.0,6,2021,5,21,26,2,2021,5,21,26,2
277759.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,573.0,3.0,1060.5,8,2,3.0,4,2019,12,49,3,1,2019,12,49,3,1
283291.0,0,1,1,0,1,2,53.0,159.0,1,5.0,2.0,1,0,1,838.0,14.0,7089.8,7,2,2.0,0,2019,3,11,13,2,2020,2,7,10,0
788517.0,0,1,1,1,0,1,270.0,810.0,0,3.0,3.0,1,0,0,552.0,41.0,10303.65,4,2,1.0,3,2019,12,52,24,1,2021,6,24,17,3
285784.0,0,1,0,0,1,2,45.0,135.0,1,3.0,1.0,1,0,0,885.0,8.0,2064.0,9,2,3.0,4,2019,1,4,25,4,2019,4,17,25,3
268426.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,146.0,6.0,2561.5,7,2,3.0,6,2021,2,5,2,1,2021,2,5,2,1
283399.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,704.0,2.0,3580.0,9,2,3.0,4,2019,7,30,25,3,2019,7,30,25,3
721062.0,0,1,1,0,1,1,369.0,1107.0,0,2.0,4.0,0,0,1,612.0,2.0,1004.4,9,2,2.0,0,2019,10,43,25,4,2020,10,44,28,2
811221.0,0,1,0,0,1,2,40.0,120.0,1,2.0,-1.0,1,0,0,600.0,30.0,2402.0,6,2,3.0,4,2019,11,45,6,2,2019,12,51,16,0
279343.0,0,1,1,0,1,1,202.0,606.0,0,3.0,2.0,1,0,0,627.0,34.0,29010.0,4,2,2.0,0,2019,10,41,10,3,2020,11,47,18,2
710499.0,0,1,1,1,0,1,108.0,324.0,0,8.0,1.0,1,0,0,899.0,12.0,5588.0,8,2,1.0,3,2019,1,2,11,4,2021,5,19,13,3
258404.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,479.0,1.0,95.48,10,2,3.0,5,2020,3,10,6,4,2020,3,10,6,4
269594.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,654.0,4.0,1295.0,8,2,3.0,4,2019,9,37,13,4,2019,9,37,13,4
797753.0,0,1,1,1,0,1,233.0,699.0,0,4.0,3.0,1,0,0,875.0,19.0,3361.0,8,2,1.0,3,2019,2,6,4,0,2021,4,17,28,2
285532.0,0,0,1,1,0,1,178.0,534.0,0,3.0,2.0,1,0,1,374.0,6.0,4468.8,7,2,2.0,2,2020,6,25,19,4,2021,6,23,10,3
812002.0,0,1,1,1,0,1,28.0,84.0,0,6.0,2.0,1,0,0,650.0,96.0,14788.75,4,2,1.0,3,2019,9,38,17,1,2021,4,15,14,2
811530.0,0,1,0,1,1,1,53.0,159.0,0,9.0,2.0,1,0,0,892.0,20.0,5816.0,8,2,2.0,1,2019,1,3,18,4,2021,3,12,26,4
796598.0,0,1,1,0,1,2,40.0,120.0,1,8.0,2.0,1,0,0,811.0,361.0,99350.9,5,2,2.0,0,2019,4,15,9,1,2020,1,4,23,3
711117.0,0,0,0,1,0,1,37.0,111.0,0,2.0,1.0,0,0,1,105.0,2.0,1630.8,8,2,3.0,6,2021,3,11,15,0,2021,4,16,21,2
757315.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,769.0,1.0,1188.0,10,2,3.0,4,2019,5,21,21,1,2019,5,21,21,1
282102.0,0,1,1,0,1,1,380.0,1140.0,0,2.0,4.0,1,0,1,874.0,2.0,3447.5,10,2,2.0,0,2019,2,6,5,1,2020,2,8,20,3
287885.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,608.0,1.0,241.2,10,2,3.0,4,2019,10,44,29,1,2019,10,44,29,1
717015.0,0,1,1,1,0,1,12.0,36.0,0,45.0,2.0,1,0,1,906.0,59.0,47889.32,6,2,1.0,3,2019,1,1,4,4,2021,6,23,9,2
721151.0,0,1,1,0,1,2,112.0,336.0,1,2.0,1.0,1,0,1,570.0,2.0,1799.1,9,2,2.0,0,2019,12,49,6,4,2020,3,13,27,4
812422.0,0,1,1,1,0,1,74.0,222.0,0,9.0,2.0,1,0,1,888.0,25.0,12502.14,7,2,1.0,3,2019,1,4,22,1,2021,3,12,23,1
273104.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,376.0,3.0,618.51,9,2,3.0,5,2020,6,25,17,2,2020,6,25,17,2
812679.0,0,1,1,1,0,2,17.0,51.0,1,16.0,2.0,1,0,0,879.0,66.0,19287.2,6,2,1.0,3,2019,1,5,31,3,2021,3,12,25,3
797960.0,0,1,1,1,0,2,17.0,51.0,1,18.0,1.0,1,0,0,584.0,89.0,13267.9,4,2,1.0,3,2019,11,47,22,4,2021,3,12,24,2
277525.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,490.0,5.0,3140.0,7,2,3.0,5,2020,2,9,24,0,2020,2,9,24,0
713119.0,0,1,1,0,1,1,260.0,780.0,0,2.0,3.0,1,0,1,641.0,2.0,1517.0,9,2,2.0,0,2019,9,39,26,3,2020,6,24,12,4
735038.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,580.0,15.0,5025.0,6,2,3.0,4,2019,11,48,26,1,2019,11,48,26,1
800388.0,0,1,1,0,1,1,260.0,780.0,0,3.0,3.0,1,0,0,822.0,45.0,15857.0,5,2,2.0,0,2019,3,13,29,4,2020,8,36,31,0
721765.0,0,0,1,1,0,1,447.0,1341.0,0,2.0,5.0,1,0,1,459.0,5.0,4394.6,7,2,2.0,2,2020,3,13,26,3,2021,6,24,16,2
813074.0,0,1,1,1,0,1,23.0,69.0,0,28.0,1.0,1,0,0,878.0,106.0,49298.42,6,2,1.0,3,2019,2,5,1,4,2021,6,22,4,4
713995.0,0,1,0,1,1,1,124.0,372.0,0,4.0,4.0,1,0,0,745.0,8.0,13393.1,6,2,2.0,1,2019,6,24,14,4,2021,2,8,22,0
714076.0,0,1,1,0,1,2,26.0,78.0,1,22.0,1.0,1,0,0,902.0,44.0,23297.3,6,2,2.0,0,2019,1,2,8,1,2020,9,37,10,3
762593.0,0,0,1,0,1,2,33.0,99.0,1,2.0,1.0,1,0,1,481.0,3.0,132.1,9,2,3.0,5,2020,3,10,4,2,2020,4,15,6,0
281717.0,0,1,0,0,1,2,93.0,279.0,1,3.0,2.0,1,0,0,850.0,6.0,1186.39,10,0,3.0,4,2019,3,9,1,4,2019,9,36,4,2
282478.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,752.0,1.0,244.64,11,2,3.0,4,2019,6,23,7,4,2019,6,23,7,4
813166.0,0,1,1,0,1,1,246.0,738.0,0,4.0,3.0,1,0,0,801.0,21.0,1051.2,8,2,2.0,0,2019,4,16,19,4,2020,10,41,8,3
814490.0,0,1,1,1,0,1,79.0,237.0,0,9.0,1.0,1,0,0,817.0,14.0,11345.600000000002,6,2,1.0,3,2019,4,14,3,2,2021,6,23,9,2
282429.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,651.0,1.0,248.4,10,2,3.0,4,2019,9,38,16,0,2019,9,38,16,0
717045.0,0,1,1,1,0,1,27.0,81.0,0,17.0,1.0,1,0,0,893.0,19.0,16145.200000000004,7,2,1.0,3,2019,1,3,17,3,2021,5,18,3,0
814746.0,0,1,1,1,0,1,43.0,129.0,0,16.0,1.0,1,0,1,843.0,63.0,29950.43,5,2,1.0,3,2019,3,10,8,4,2021,3,11,18,3
815787.0,0,1,1,1,0,2,8.0,24.0,1,66.0,1.0,1,0,0,811.0,678.0,494486.68,5,2,1.0,3,2019,4,15,9,1,2021,5,20,18,1
799096.0,0,1,1,1,0,1,47.0,141.0,0,12.0,1.0,1,0,0,836.0,24.0,7499.200000000001,7,2,1.0,3,2019,3,11,15,4,2021,5,18,6,3
738828.0,0,1,0,0,1,2,21.0,63.0,1,10.0,1.0,1,0,0,880.0,33.0,9888.0,7,2,3.0,4,2019,1,5,30,2,2019,10,43,21,0
772388.0,0,1,0,0,1,1,217.0,651.0,0,2.0,2.0,1,0,0,857.0,14.0,876.0,9,2,3.0,4,2019,2,8,22,4,2019,9,39,27,4
738561.0,0,1,1,1,0,1,182.0,546.0,0,4.0,2.0,1,0,0,651.0,18.0,15701.18,5,0,1.0,3,2019,9,38,16,0,2021,4,17,29,3
282599.0,0,0,1,0,1,2,54.0,162.0,1,4.0,2.0,0,1,1,488.0,7.0,904.0,8,2,3.0,5,2020,2,9,26,2,2020,11,46,9,0
725705.0,0,1,0,0,1,2,36.0,108.0,1,5.0,1.0,1,0,0,749.0,8.0,5182.5,7,2,3.0,4,2019,6,24,10,0,2019,10,41,7,0
799772.0,0,1,1,0,1,1,353.0,1059.0,0,2.0,4.0,1,0,0,846.0,2.0,1170.0,10,2,2.0,0,2019,3,10,5,1,2020,2,8,21,4
747650.0,0,1,1,0,1,2,33.0,99.0,1,19.0,1.0,1,0,0,871.0,57.0,41461.7,6,2,2.0,0,2019,2,6,8,4,2020,12,53,29,1
738650.0,0,1,1,1,0,1,203.0,609.0,0,6.0,2.0,1,0,0,907.0,57.0,5470.5,7,2,1.0,3,2019,1,1,3,3,2021,1,1,6,2
800990.0,0,1,1,1,0,1,91.0,273.0,0,9.0,2.0,1,0,0,853.0,21.0,10707.0,7,2,1.0,3,2019,2,9,26,1,2021,5,21,27,3
285073.0,0,1,0,0,1,2,50.0,150.0,1,3.0,1.0,0,1,0,811.0,19.0,2266.5,8,2,3.0,4,2019,4,15,9,1,2019,7,29,19,4
800961.0,0,1,1,1,0,2,31.0,93.0,1,14.0,1.0,1,0,1,728.0,67.0,21926.26,5,2,1.0,3,2019,7,27,1,0,2021,2,5,4,3
818328.0,0,1,1,1,0,1,7.0,21.0,0,71.0,1.0,0,1,0,895.0,285.0,74210.05,6,2,1.0,3,2019,1,3,15,1,2021,6,24,15,1
816021.0,0,1,1,0,1,1,132.0,396.0,0,6.0,2.0,1,0,0,887.0,64.0,4509.0,7,2,2.0,0,2019,1,4,23,2,2020,10,42,16,4
715682.0,0,1,1,0,1,1,173.0,519.0,0,4.0,4.0,1,0,0,852.0,6.0,3152.0,9,2,2.0,0,2019,2,9,27,2,2020,10,42,14,2
702742.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,164.0,1.0,178.4,9,2,3.0,6,2021,1,2,15,4,2021,1,2,15,4
274070.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,759.0,2.0,515.77,11,0,3.0,4,2019,5,22,31,4,2019,5,22,31,4
816398.0,0,1,1,1,0,1,27.0,81.0,0,22.0,1.0,1,0,0,901.0,45.0,33738.0,6,2,1.0,3,2019,1,2,9,2,2021,5,20,19,2
287043.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,272.0,1.0,267.3,9,2,3.0,5,2020,9,40,29,1,2020,9,40,29,1
750267.0,0,0,1,1,0,1,476.0,1428.0,0,2.0,5.0,1,0,1,488.0,2.0,2170.4,9,2,2.0,2,2020,2,9,26,2,2021,6,24,16,2
283033.0,0,0,1,1,0,1,154.0,462.0,0,2.0,2.0,1,0,0,221.0,10.0,3701.54,5,0,2.0,2,2020,11,47,19,3,2021,4,16,22,3
276039.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,644.0,2.0,1593.0,9,2,3.0,4,2019,9,39,23,0,2019,9,39,23,0
