accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,FirstOrderedDate,LastOrderedDate,NumQtrsPerOrder,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode,Average_years_taken_per order,Orders year wise
711125.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-17,2020-02-17,-1.0,Yes,No,No,497.0,1.0,949.0,9,US,3.0,Orders only in 2020
845734.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,152.0,456.0,WillNot_Churn,5.0,2019-10-07,2021-06-02,2.0,Yes,No,Yes,630.0,31.0,3932.98,5,US,1.0,Orders in all years
802741.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,124.0,372.0,WillNot_Churn,7.0,2019-03-06,2021-03-23,2.0,Yes,No,No,845.0,48.0,10736.49,5,US,1.0,Orders in all years
865450.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-09-06,2019-09-06,-1.0,Yes,No,No,661.0,1.0,1980.8,9,US,3.0,Orders only in 2019
715706.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-08-17,2020-08-17,-1.0,Yes,No,No,315.0,3.0,1414.8,7,US,3.0,Orders only in 2020
818288.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,273.0,819.0,WillNot_Churn,3.0,2019-03-01,2020-08-28,3.0,Yes,No,No,850.0,14.0,5667.4,8,US,2.0,"Orders in 2019,2020"
1002724.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,32.0,96.0,WillNot_Churn,11.0,2019-07-29,2021-04-28,1.0,Yes,Yes,No,700.0,15.0,4325.800000000001,7,US,1.0,Orders in all years
819155.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-01-09,2019-01-09,-1.0,Yes,No,No,901.0,6.0,83.08,11,CA,3.0,Orders only in 2019
714636.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-01-07,2021-01-07,-1.0,Yes,No,No,172.0,2.0,742.4,9,US,3.0,Orders only in 2021
866118.0,No,No,Yes,No,Will_Churn,WillNot_Churn,258.0,774.0,WillNot_Churn,2.0,2020-03-25,2020-12-08,3.0,Yes,No,No,460.0,60.0,11649.22,4,CA,3.0,Orders only in 2020
705080.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-10-23,2020-10-23,-1.0,Yes,No,No,248.0,1.0,872.0,8,US,3.0,Orders only in 2020
841894.0,No,Yes,Yes,No,Will_Churn,Will_Churn,23.0,69.0,Will_Churn,15.0,2019-01-18,2020-02-21,1.0,Yes,No,No,892.0,83.0,11027.0,6,US,2.0,"Orders in 2019,2020"
820286.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,27.0,81.0,WillNot_Churn,13.0,2019-03-21,2021-06-14,2.0,Yes,No,No,830.0,15.0,32028.65,6,US,1.0,Orders in all years
842339.0,No,No,Yes,No,Will_Churn,WillNot_Churn,214.0,642.0,WillNot_Churn,2.0,2020-02-28,2020-09-29,2.0,Yes,No,No,486.0,2.0,1217.3000000000002,9,US,3.0,Orders only in 2020
274689.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-08-24,2020-08-24,-1.0,Yes,No,No,308.0,1.0,964.0,8,US,3.0,Orders only in 2020
1001847.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,132.0,396.0,WillNot_Churn,5.0,2019-09-24,2021-06-17,2.0,No,Yes,No,643.0,17.0,6362.200000000001,6,US,1.0,Orders in all years
1002125.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,17.0,51.0,Will_Churn,34.0,2019-01-11,2021-04-23,1.0,No,Yes,No,899.0,260.0,52364.960000000014,6,US,1.0,Orders in all years
842101.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,36.0,108.0,Will_Churn,14.0,2019-05-13,2021-03-02,1.0,Yes,No,Yes,777.0,26.0,24514.8,6,US,1.0,Orders in all years
776006.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-04-05,2021-04-05,-1.0,Yes,No,No,84.0,3.0,2055.0,7,US,3.0,Orders only in 2021
1002763.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,114.0,342.0,WillNot_Churn,2.0,2020-12-02,2021-03-26,1.0,No,Yes,No,208.0,12.0,2547.48,6,US,2.0,"Orders in 2020,2021"
847405.0,No,No,Yes,No,Will_Churn,Will_Churn,26.0,78.0,Will_Churn,6.0,2020-07-24,2020-11-30,1.0,No,No,Yes,339.0,35.0,9106.15,4,US,3.0,Orders only in 2020
1001876.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,21.0,63.0,WillNot_Churn,25.0,2019-02-14,2021-06-03,1.0,Yes,Yes,No,865.0,67.0,30644.119999999995,6,US,1.0,Orders in all years
1002285.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,14.0,42.0,WillNot_Churn,56.0,2019-01-24,2021-06-18,1.0,Yes,Yes,No,886.0,208.0,115380.44000000002,6,US,1.0,Orders in all years
869993.0,No,No,No,Yes,WillNot_Churn,WillNot_Churn,17.0,51.0,WillNot_Churn,5.0,2021-04-02,2021-06-21,-1.0,Yes,No,No,87.0,24.0,17938.32,4,US,3.0,Orders only in 2021
271800.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-03-04,2020-03-04,-1.0,Yes,No,No,481.0,4.0,692.0,9,US,3.0,Orders only in 2020
760875.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,106.0,318.0,WillNot_Churn,3.0,2020-06-12,2021-01-11,2.0,Yes,No,No,381.0,7.0,2289.1,8,US,2.0,"Orders in 2020,2021"
705828.0,No,Yes,No,No,Will_Churn,Will_Churn,181.0,543.0,Will_Churn,2.0,2019-05-08,2019-11-05,2.0,No,No,Yes,782.0,6.0,1757.7,9,US,3.0,Orders only in 2019
279398.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-18,2020-02-18,-1.0,Yes,No,No,496.0,4.0,3000.0,7,US,3.0,Orders only in 2020
1002774.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,19.0,57.0,WillNot_Churn,36.0,2019-10-02,2021-06-09,1.0,No,Yes,No,635.0,185.0,16530.580000000005,4,US,1.0,Orders in all years
750495.0,No,Yes,No,No,Will_Churn,Will_Churn,90.0,270.0,Will_Churn,5.0,2019-01-03,2019-12-23,2.0,Yes,No,No,907.0,17.0,7378.5,8,US,3.0,Orders only in 2019
729929.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,49.0,147.0,WillNot_Churn,15.0,2019-01-17,2021-06-04,1.0,Yes,No,No,893.0,35.0,15357.6,6,US,1.0,Orders in all years
830667.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-10-24,2019-10-24,-1.0,Yes,No,No,613.0,1.0,475.0,10,US,3.0,Orders only in 2019
848357.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,62.0,186.0,WillNot_Churn,10.0,2019-06-04,2021-04-28,2.0,Yes,No,No,755.0,24.0,13974.2,6,US,1.0,Orders in all years
717008.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-11-26,2019-11-26,-1.0,Yes,No,No,580.0,5.0,936.0,8,US,3.0,Orders only in 2019
874468.0,No,No,No,Yes,WillNot_Churn,Will_Churn,24.0,72.0,Will_Churn,2.0,2021-03-16,2021-04-09,1.0,Yes,No,No,104.0,6.0,3263.25,6,US,3.0,Orders only in 2021
845320.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,34.0,102.0,WillNot_Churn,28.0,2019-01-18,2021-05-25,1.0,Yes,No,No,892.0,842.0,63693.920000000006,6,US,1.0,Orders in all years
1002816.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,148.0,444.0,WillNot_Churn,6.0,2019-08-20,2021-04-19,2.0,Yes,No,No,678.0,8.0,2816.0,7,US,1.0,Orders in all years
796861.0,No,Yes,Yes,No,Will_Churn,Will_Churn,28.0,84.0,Will_Churn,8.0,2019-02-08,2020-01-20,1.0,Yes,No,No,871.0,11.0,11609.36,7,US,2.0,"Orders in 2019,2020"
831098.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-03-09,2021-03-09,-1.0,Yes,No,No,111.0,7.0,4641.0,6,US,3.0,Orders only in 2021
730615.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-02-10,2021-02-10,-1.0,Yes,No,No,138.0,1.0,1406.15,8,CA,3.0,Orders only in 2021
1001988.0,No,Yes,Yes,No,Will_Churn,Will_Churn,19.0,57.0,Will_Churn,16.0,2019-04-15,2020-05-12,1.0,Yes,Yes,No,805.0,86.0,10951.24,5,US,2.0,"Orders in 2019,2020"
1002297.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,10.0,30.0,WillNot_Churn,76.0,2019-01-07,2021-06-02,1.0,Yes,Yes,No,903.0,624.0,65862.59999999999,6,US,1.0,Orders in all years
876184.0,No,No,No,Yes,WillNot_Churn,Will_Churn,2.0,6.0,Will_Churn,2.0,2021-05-19,2021-05-21,-1.0,Yes,No,Yes,40.0,5.0,3946.65,6,US,3.0,Orders only in 2021
779667.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-04-01,2019-04-01,-1.0,Yes,No,No,819.0,8.0,448.0,9,US,3.0,Orders only in 2019
1002822.0,No,Yes,Yes,No,Will_Churn,Will_Churn,39.0,117.0,Will_Churn,5.0,2019-07-29,2020-02-28,2.0,Yes,Yes,No,700.0,8.0,2146.08,8,US,2.0,"Orders in 2019,2020"
832257.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,37.0,111.0,WillNot_Churn,19.0,2019-01-30,2021-03-11,1.0,Yes,No,No,880.0,33.0,28548.0,6,US,1.0,Orders in all years
849271.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,223.0,669.0,WillNot_Churn,2.0,2020-06-26,2021-02-04,3.0,No,No,Yes,367.0,3.0,2843.1,6,US,2.0,"Orders in 2020,2021"
1000425.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,209.0,627.0,WillNot_Churn,3.0,2019-01-15,2020-03-09,4.0,Yes,No,Yes,895.0,3.0,2538.0,10,US,2.0,"Orders in 2019,2020"
816788.0,No,No,Yes,No,Will_Churn,Will_Churn,27.0,81.0,Will_Churn,2.0,2020-11-04,2020-12-01,-1.0,Yes,No,No,236.0,8.0,3692.0,5,US,3.0,Orders only in 2020
855243.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-06-26,2020-06-26,-1.0,No,No,Yes,367.0,1.0,168.3,9,US,3.0,Orders only in 2020
1002860.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,7.0,21.0,WillNot_Churn,98.0,2019-01-02,2021-06-17,1.0,Yes,Yes,No,908.0,355.0,321619.8500000002,6,US,1.0,Orders in all years
735600.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-04-01,2021-04-01,-1.0,No,No,Yes,88.0,1.0,158.4,9,US,3.0,Orders only in 2021
705398.0,No,No,No,Yes,WillNot_Churn,Will_Churn,6.0,18.0,Will_Churn,2.0,2021-03-11,2021-03-17,-1.0,Yes,No,No,109.0,4.0,274.4,8,US,3.0,Orders only in 2021
808795.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,84.0,252.0,WillNot_Churn,9.0,2019-01-31,2021-05-14,2.0,Yes,No,No,879.0,31.0,8681.92,7,US,1.0,Orders in all years
1002320.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,8.0,24.0,WillNot_Churn,79.0,2019-01-08,2021-06-11,1.0,Yes,Yes,No,902.0,303.0,154384.48000000007,6,US,1.0,Orders in all years
1000619.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,93.0,279.0,WillNot_Churn,9.0,2019-04-03,2021-06-14,2.0,Yes,No,Yes,817.0,83.0,22442.6,5,US,1.0,Orders in all years
770142.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,313.0,939.0,WillNot_Churn,4.0,2019-03-15,2021-03-23,4.0,Yes,No,No,836.0,5.0,3748.5,8,US,1.0,Orders in all years
731580.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-10-16,2020-10-16,-1.0,No,No,Yes,255.0,5.0,103.5,8,US,3.0,Orders only in 2020
848339.0,No,Yes,No,No,Will_Churn,Will_Churn,3.0,9.0,Will_Churn,2.0,2019-03-15,2019-03-18,-1.0,Yes,No,No,836.0,5.0,1561.65,9,CA,3.0,Orders only in 2019
1002916.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,10.0,30.0,WillNot_Churn,53.0,2019-04-02,2021-06-17,1.0,Yes,No,Yes,818.0,195.0,64911.31999999999,5,US,1.0,Orders in all years
835111.0,No,Yes,Yes,No,Will_Churn,Will_Churn,56.0,168.0,Will_Churn,7.0,2019-06-27,2020-03-23,2.0,Yes,No,No,732.0,7.0,10111.2,7,US,2.0,"Orders in 2019,2020"
1001885.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,36.0,108.0,Will_Churn,16.0,2019-03-13,2021-03-10,1.0,Yes,Yes,No,838.0,23.0,11251.88,6,US,1.0,Orders in all years
1002352.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,61.0,183.0,WillNot_Churn,7.0,2019-12-19,2021-03-15,2.0,No,Yes,No,557.0,36.0,16582.5,4,US,1.0,Orders in all years
807549.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,68.0,204.0,WillNot_Churn,6.0,2019-12-20,2021-04-26,1.0,Yes,No,No,556.0,20.0,3680.0,6,US,1.0,Orders in all years
781948.0,No,Yes,Yes,No,Will_Churn,Will_Churn,56.0,168.0,Will_Churn,2.0,2019-12-11,2020-02-05,1.0,Yes,No,No,565.0,7.0,623.0,9,US,2.0,"Orders in 2019,2020"
829833.0,No,Yes,Yes,No,Will_Churn,Will_Churn,62.0,186.0,Will_Churn,6.0,2019-01-04,2020-01-28,1.0,Yes,No,No,906.0,28.0,4710.0,8,US,2.0,"Orders in 2019,2020"
825135.0,No,Yes,No,No,Will_Churn,Will_Churn,28.0,84.0,Will_Churn,2.0,2019-08-07,2019-09-04,-1.0,Yes,No,Yes,691.0,6.0,2045.3,9,US,3.0,Orders only in 2019
287666.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-06-02,2020-06-02,-1.0,Yes,No,No,391.0,1.0,203.0,10,US,3.0,Orders only in 2020
1002391.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,25.0,75.0,Will_Churn,16.0,2019-05-14,2021-02-05,1.0,Yes,Yes,No,776.0,29.0,25552.07,5,US,1.0,Orders in all years
730766.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-03-23,2020-03-23,-1.0,Yes,No,No,462.0,1.0,208.8,10,US,3.0,Orders only in 2020
782536.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,164.0,492.0,WillNot_Churn,3.0,2020-06-09,2021-05-04,2.0,Yes,No,No,384.0,14.0,3072.0,6,US,2.0,"Orders in 2020,2021"
829894.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-05-29,2019-05-29,-1.0,Yes,No,No,761.0,1.0,200.0,11,US,3.0,Orders only in 2019
855784.0,No,Yes,Yes,No,Will_Churn,Will_Churn,18.0,54.0,Will_Churn,5.0,2019-12-10,2020-08-26,3.0,Yes,No,No,566.0,10.0,11142.0,5,US,2.0,"Orders in 2019,2020"
848549.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,87.0,261.0,WillNot_Churn,3.0,2020-09-02,2021-02-24,1.0,No,No,Yes,299.0,6.0,2614.2,6,US,2.0,"Orders in 2020,2021"
821969.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,136.0,408.0,WillNot_Churn,3.0,2019-11-01,2020-07-30,2.0,No,Yes,No,605.0,9.0,3293.11,6,US,2.0,"Orders in 2019,2020"
1001983.0,No,Yes,Yes,No,Will_Churn,Will_Churn,17.0,51.0,Will_Churn,26.0,2019-01-18,2020-12-14,1.0,Yes,No,No,892.0,190.0,26981.25,6,US,2.0,"Orders in 2019,2020"
808238.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,126.0,378.0,WillNot_Churn,5.0,2019-05-06,2021-06-18,3.0,Yes,No,No,784.0,8.0,2516.0,8,US,2.0,"Orders in 2019,2021"
1003081.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,27.0,81.0,WillNot_Churn,31.0,2019-01-10,2021-06-10,1.0,Yes,Yes,No,900.0,60.0,50876.82,6,US,1.0,Orders in all years
748300.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-06-24,2020-06-24,-1.0,No,No,Yes,369.0,1.0,158.4,10,US,3.0,Orders only in 2020
734977.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-19,2020-02-19,-1.0,No,No,Yes,495.0,2.0,91.2,10,US,3.0,Orders only in 2020
1002419.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,396.0,1188.0,WillNot_Churn,2.0,2019-11-22,2020-12-22,4.0,No,Yes,No,584.0,14.0,3490.7,6,US,2.0,"Orders in 2019,2020"
723161.0,No,No,Yes,No,Will_Churn,WillNot_Churn,210.0,630.0,WillNot_Churn,2.0,2020-03-17,2020-10-13,3.0,Yes,No,Yes,468.0,4.0,2338.0,8,US,3.0,Orders only in 2020
730891.0,No,Yes,No,No,Will_Churn,Will_Churn,36.0,108.0,Will_Churn,4.0,2019-04-23,2019-08-26,1.0,Yes,No,Yes,797.0,9.0,1738.2,8,US,3.0,Orders only in 2019
709066.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,160.0,480.0,WillNot_Churn,6.0,2019-02-08,2021-06-03,2.0,Yes,No,No,871.0,14.0,4083.0,8,US,1.0,Orders in all years
819544.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,475.0,1425.0,WillNot_Churn,2.0,2019-06-06,2020-09-23,5.0,Yes,No,Yes,753.0,6.0,3831.85,8,CA,2.0,"Orders in 2019,2020"
831224.0,No,Yes,Yes,No,Will_Churn,Will_Churn,112.0,336.0,Will_Churn,6.0,2019-01-14,2020-02-21,1.0,Yes,No,No,896.0,11.0,2568.0,9,US,2.0,"Orders in 2019,2020"
1003089.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,6.0,18.0,WillNot_Churn,115.0,2019-02-12,2021-06-18,1.0,Yes,Yes,No,867.0,385.0,155908.58000000007,6,US,1.0,Orders in all years
747542.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,427.0,1281.0,WillNot_Churn,2.0,2020-01-22,2021-03-24,4.0,Yes,No,Yes,523.0,3.0,1069.0,8,US,2.0,"Orders in 2020,2021"
826132.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,85.0,255.0,WillNot_Churn,7.0,2019-07-08,2021-06-04,2.0,Yes,No,No,721.0,16.0,14139.71,6,US,1.0,Orders in all years
835796.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,33.0,99.0,WillNot_Churn,23.0,2019-04-17,2021-05-11,1.0,Yes,No,No,803.0,54.0,76955.9,5,US,1.0,Orders in all years
852710.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,303.0,909.0,WillNot_Churn,3.0,2019-03-06,2020-11-02,4.0,Yes,No,No,845.0,6.0,3638.0,8,US,2.0,"Orders in 2019,2020"
809864.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-09-06,2019-09-06,-1.0,Yes,No,No,661.0,2.0,550.4,10,US,3.0,Orders only in 2019
1002424.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,13.0,39.0,Will_Churn,37.0,2019-01-30,2021-03-09,1.0,Yes,Yes,No,880.0,50.0,18524.22000000001,6,US,1.0,Orders in all years
857446.0,No,Yes,Yes,No,Will_Churn,Will_Churn,106.0,318.0,Will_Churn,4.0,2019-05-13,2020-04-01,2.0,Yes,No,No,777.0,10.0,4484.3,7,US,2.0,"Orders in 2019,2020"
1003331.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,4.0,12.0,Will_Churn,195.0,2019-01-07,2021-06-11,1.0,Yes,Yes,No,903.0,510.0,144550.60000000003,6,US,1.0,Orders in all years
1002048.0,No,Yes,Yes,No,Will_Churn,Will_Churn,94.0,282.0,Will_Churn,4.0,2019-03-13,2020-08-26,2.0,Yes,Yes,No,838.0,9.0,3959.0,7,US,2.0,"Orders in 2019,2020"
854014.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-12-20,2019-12-20,-1.0,Yes,No,No,556.0,4.0,5762.88,7,US,3.0,Orders only in 2019
810126.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-09-16,2020-09-16,-1.0,No,No,Yes,285.0,3.0,207.0,8,US,3.0,Orders only in 2020
1002394.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,127.0,381.0,WillNot_Churn,5.0,2019-01-15,2020-10-30,2.0,Yes,Yes,No,895.0,14.0,2161.16,9,US,2.0,"Orders in 2019,2020"
756066.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,29.0,87.0,Will_Churn,11.0,2019-01-22,2021-02-18,2.0,No,Yes,No,888.0,24.0,12557.25,7,US,1.0,Orders in all years
701402.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,484.0,1452.0,WillNot_Churn,2.0,2019-05-08,2020-09-03,5.0,Yes,No,No,782.0,3.0,3048.0,8,US,2.0,"Orders in 2019,2020"
785475.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,157.0,471.0,WillNot_Churn,4.0,2019-05-08,2020-08-13,2.0,Yes,No,No,782.0,10.0,15181.85,6,US,2.0,"Orders in 2019,2020"
859309.0,No,Yes,No,No,Will_Churn,Will_Churn,98.0,294.0,Will_Churn,2.0,2019-09-23,2019-12-30,1.0,Yes,No,Yes,644.0,3.0,1728.5,8,US,3.0,Orders only in 2019
850567.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,148.0,444.0,WillNot_Churn,2.0,2020-12-01,2021-04-28,2.0,No,No,Yes,209.0,2.0,891.0,8,US,2.0,"Orders in 2020,2021"
750250.0,No,Yes,No,No,Will_Churn,Will_Churn,75.0,225.0,Will_Churn,2.0,2019-09-12,2019-11-26,1.0,Yes,No,Yes,655.0,5.0,1784.2,8,US,3.0,Orders only in 2019
710141.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-07-25,2019-07-25,-1.0,Yes,No,No,704.0,2.0,164.0,11,US,3.0,Orders only in 2019
1002050.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,76.0,228.0,WillNot_Churn,8.0,2019-04-29,2021-06-10,2.0,Yes,Yes,No,791.0,40.0,9627.72,6,US,1.0,Orders in all years
703036.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,525.0,1575.0,WillNot_Churn,2.0,2019-04-02,2020-09-08,5.0,Yes,No,No,818.0,2.0,501.6,11,US,2.0,"Orders in 2019,2020"
706941.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-10-03,2019-10-03,-1.0,No,No,Yes,634.0,1.0,57.6,10,US,3.0,Orders only in 2019
834175.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,12.0,36.0,Will_Churn,21.0,2019-04-18,2021-03-19,1.0,Yes,No,No,802.0,79.0,41937.9,5,US,1.0,Orders in all years
853360.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,116.0,348.0,WillNot_Churn,6.0,2019-03-05,2021-05-12,2.0,Yes,No,No,846.0,28.0,12516.8,6,US,1.0,Orders in all years
280308.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-09-19,2019-09-19,-1.0,Yes,No,No,648.0,2.0,2217.65,9,US,3.0,Orders only in 2019
1003423.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,22.0,66.0,WillNot_Churn,20.0,2019-02-20,2021-06-14,2.0,Yes,No,No,859.0,103.0,46553.3,6,US,1.0,Orders in all years
710414.0,No,No,Yes,No,Will_Churn,WillNot_Churn,227.0,681.0,WillNot_Churn,2.0,2020-04-20,2020-12-03,2.0,Yes,No,No,434.0,3.0,3865.6,7,US,3.0,Orders only in 2020
738545.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-09-25,2020-09-25,-1.0,No,No,Yes,276.0,9.0,1246.15,6,CA,3.0,Orders only in 2020
854751.0,No,Yes,Yes,No,Will_Churn,Will_Churn,21.0,63.0,Will_Churn,7.0,2019-06-18,2020-08-18,2.0,No,Yes,No,741.0,11.0,7958.22,7,US,2.0,"Orders in 2019,2020"
1002467.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,13.0,39.0,Will_Churn,29.0,2019-01-04,2021-01-19,1.0,Yes,Yes,No,906.0,49.0,29495.58,6,US,1.0,Orders in all years
287977.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-09-17,2019-09-17,-1.0,Yes,No,No,650.0,2.0,385.0,10,US,3.0,Orders only in 2019
1003434.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,18.0,54.0,Will_Churn,21.0,2019-01-25,2021-04-01,1.0,Yes,Yes,No,885.0,118.0,23199.56,6,US,1.0,Orders in all years
710595.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-02-11,2021-02-11,-1.0,No,No,Yes,137.0,2.0,400.0,9,CA,3.0,Orders only in 2021
802182.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-04-13,2020-04-13,-1.0,No,No,Yes,441.0,2.0,1516.5,9,US,3.0,Orders only in 2020
792217.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-08-03,2020-08-03,-1.0,No,No,Yes,329.0,1.0,145.6,9,US,3.0,Orders only in 2020
834530.0,No,Yes,Yes,No,Will_Churn,Will_Churn,43.0,129.0,Will_Churn,5.0,2019-05-02,2020-02-26,2.0,Yes,No,No,788.0,29.0,6664.0,6,US,2.0,"Orders in 2019,2020"
859966.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-01-22,2019-01-22,-1.0,No,No,Yes,888.0,3.0,1180.0,10,US,3.0,Orders only in 2019
